|a: 8.0||0.10526315789473684|
|b: 1.0||0.013157894736842105|
|c: 1.0||0.013157894736842105|
|d: 1.0||0.013157894736842105|
|e: 8.0||0.10526315789473684|
|f: 2.0||0.02631578947368421|
|g: 2.0||0.02631578947368421|
|h: 2.0||0.02631578947368421|
|i: 7.0||0.09210526315789473|
|l: 3.0||0.039473684210526314|
|m: 7.0||0.09210526315789473|
|n: 5.0||0.06578947368421052|
|o: 3.0||0.039473684210526314|
|p: 1.0||0.013157894736842105|
|r: 3.0||0.039473684210526314|
|s: 9.0||0.11842105263157894|
|t: 8.0||0.10526315789473684|
|u: 2.0||0.02631578947368421|
|w: 1.0||0.013157894736842105|
|y: 2.0||0.02631578947368421|
